City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
353,Solnechnyy,RU,50.7214,136.6319,-15.47,85,58,1.77,broken clouds,2021-01-28 20:14:45
354,Beecher,US,43.09,-83.6944,21.2,58,90,14.97,overcast clouds,2021-01-28 20:14:45
355,Sarai Naurang,PK,32.8259,70.7814,46.85,46,0,0.98,clear sky,2021-01-28 20:14:45
356,Chernenko,RU,44.365,39.3103,37.53,79,100,7.67,overcast clouds,2021-01-28 20:14:45
357,San Cristobal,VE,7.7669,-72.225,86.0,54,20,11.5,few clouds,2021-01-28 20:11:24
358,Benguela,AO,-12.5763,13.4055,76.26,77,15,4.83,few clouds,2021-01-28 20:14:46
359,Nisia Floresta,BR,-6.0911,-35.2086,84.2,65,75,18.41,broken clouds,2021-01-28 20:12:36
360,Vao,NC,-22.6667,167.4833,77.07,84,53,20.6,broken clouds,2021-01-28 20:12:39
361,Svetlogorsk,BY,52.6333,29.7333,27.84,98,100,8.41,light snow,2021-01-28 20:13:14
362,Port-Gentil,GA,-0.7193,8.7815,80.6,89,40,4.61,scattered clouds,2021-01-28 20:14:46
363,Balila,JO,32.3881,35.9351,42.8,87,40,4.12,scattered clouds,2021-01-28 20:14:46
364,Deputatskiy,RU,69.3,139.9,-38.94,80,84,3.85,broken clouds,2021-01-28 20:13:15
365,Port Hardy,CA,50.6996,-127.4199,42.8,81,20,4.61,few clouds,2021-01-28 20:13:15
366,Barabinsk,RU,55.3571,78.357,23.27,96,100,17.56,overcast clouds,2021-01-28 20:14:47
367,Quatre Cocos,MU,-20.2078,57.7625,78.01,94,75,5.75,broken clouds,2021-01-28 20:12:24
368,Banjar,ID,-8.19,114.9675,80.6,83,40,6.91,scattered clouds,2021-01-28 20:14:47
369,Louisville,US,38.2542,-85.7594,32.0,59,75,8.05,broken clouds,2021-01-28 20:14:39
370,Saint-Felicien,CA,48.6501,-72.4491,6.8,78,90,17.27,light snow,2021-01-28 20:14:47
371,Pisco,PE,-13.7,-76.2167,78.8,57,0,8.05,clear sky,2021-01-28 20:14:47
372,Port Alberni,CA,49.2413,-124.8028,41.0,89,100,2.77,overcast clouds,2021-01-28 20:10:00
373,Mangrol,IN,21.1167,70.1167,63.12,32,0,14.67,clear sky,2021-01-28 20:13:20
374,Breytovo,RU,58.2993,37.8617,33.98,98,100,11.16,light rain,2021-01-28 20:14:48
375,Porto Novo,BJ,6.4965,2.6036,84.2,79,20,11.5,few clouds,2021-01-28 20:14:48
376,Meiktila,MM,20.8667,95.8667,66.56,57,0,2.1,clear sky,2021-01-28 20:14:48
377,Riyadh,SA,24.6877,46.7219,66.2,24,0,9.22,clear sky,2021-01-28 20:14:48
378,Miraflores,MX,19.2167,-98.8083,71.6,32,75,2.73,broken clouds,2021-01-28 20:14:48
379,Dunedin,NZ,-45.8742,170.5036,51.01,68,88,8.01,overcast clouds,2021-01-28 20:13:12
380,Turukhansk,RU,65.8167,87.9833,-35.23,77,16,10.51,few clouds,2021-01-28 20:14:49
381,Poitiers,FR,46.5833,0.3333,54.0,94,90,19.57,moderate rain,2021-01-28 20:11:03
382,Matagami,CA,49.7502,-77.6328,-2.2,78,90,10.36,light snow,2021-01-28 20:14:49
383,Huruta,ET,8.15,39.35,60.19,33,29,8.57,scattered clouds,2021-01-28 20:14:49
384,Halmstad,SE,56.6745,12.8568,25.0,86,2,8.05,clear sky,2021-01-28 20:14:49
385,Rock Sound,BS,24.9,-76.2,72.48,79,86,31.9,overcast clouds,2021-01-28 20:14:49
386,Key West,US,24.5557,-81.7826,73.4,60,1,17.27,clear sky,2021-01-28 20:12:04
387,Lehututu,BW,-23.9667,21.8667,82.33,26,58,4.18,broken clouds,2021-01-28 20:14:49
388,Abha,SA,18.2164,42.5053,60.8,41,0,6.91,clear sky,2021-01-28 20:14:50
389,Isangel,VU,-19.55,169.2667,78.8,89,75,14.83,broken clouds,2021-01-28 20:12:47
390,Lata,PT,40.1629,-8.3327,57.99,100,67,3.0,broken clouds,2021-01-28 20:14:50
391,Camacha,PT,33.0833,-16.3333,60.8,94,75,3.44,mist,2021-01-28 20:14:50
392,Verkhoyansk,RU,67.5447,133.385,-49.59,74,51,1.45,broken clouds,2021-01-28 20:14:50
393,Paita,PE,-5.0892,-81.1144,84.2,61,20,10.36,few clouds,2021-01-28 20:14:50
394,Altay,CN,47.8667,88.1167,1.74,77,0,1.59,clear sky,2021-01-28 20:14:50
395,Westport,US,41.1415,-73.3579,32.0,40,1,24.16,clear sky,2021-01-28 20:14:50
396,Trinidad,BO,-14.8333,-64.9,82.22,78,76,5.79,light rain,2021-01-28 20:12:40
397,Sao Filipe,CV,14.8961,-24.4956,75.58,66,0,4.32,clear sky,2021-01-28 20:14:51
398,Simbahan,PH,6.3032,120.5836,81.72,80,4,16.75,clear sky,2021-01-28 20:14:51
399,Acarau,BR,-2.8856,-40.12,83.7,67,100,17.83,light rain,2021-01-28 20:14:51
400,Portland,US,45.5234,-122.6762,46.99,81,90,6.91,overcast clouds,2021-01-28 20:13:04
401,Coihaique,CL,-45.5752,-72.0662,57.2,54,40,8.05,scattered clouds,2021-01-28 20:14:51
402,Milicz,PL,51.5277,17.2714,33.01,98,100,5.26,overcast clouds,2021-01-28 20:14:52
403,Henties Bay,NA,-22.116,14.2845,66.31,79,0,4.99,clear sky,2021-01-28 20:14:52
404,Saint Simons,US,31.1352,-81.3901,60.01,41,1,12.66,clear sky,2021-01-28 20:14:52
405,Korla,CN,41.7597,86.1469,20.73,84,0,0.51,clear sky,2021-01-28 20:14:52
406,Esperance,AU,-33.8667,121.9,57.2,88,0,4.61,clear sky,2021-01-28 20:14:52
407,Yulara,AU,-25.2406,130.9889,84.2,45,40,4.61,scattered clouds,2021-01-28 20:12:35
408,Fortuna,US,40.5982,-124.1573,46.99,93,75,10.36,broken clouds,2021-01-28 20:12:59
409,Barreirinhas,BR,-2.7469,-42.8264,82.2,75,86,7.52,heavy intensity rain,2021-01-28 20:14:53
410,Wenceslau Braz,BR,-23.8739,-49.8028,75.0,99,100,1.99,moderate rain,2021-01-28 20:14:53
411,Kuching,MY,1.55,110.3333,75.2,94,40,4.61,light rain,2021-01-28 20:14:53
412,Valer,NO,60.6785,11.8331,3.2,92,75,2.3,broken clouds,2021-01-28 20:14:53
413,Herat,AF,34.5,62.0,40.86,54,0,3.98,clear sky,2021-01-28 20:13:45
414,Springdale,US,36.1867,-94.1288,44.01,52,1,4.61,clear sky,2021-01-28 20:14:53
415,Norman Wells,CA,65.282,-126.8329,-25.6,75,20,3.44,few clouds,2021-01-28 20:12:59
416,Thunder Bay,CA,48.4001,-89.3168,14.0,52,20,8.05,few clouds,2021-01-28 20:13:07
417,Pathalgaon,IN,22.5667,83.4667,59.81,55,0,6.02,clear sky,2021-01-28 20:14:54
418,Maningrida,AU,-12.0667,134.2667,76.33,90,99,4.65,overcast clouds,2021-01-28 20:14:54
419,Omboue,GA,-1.5746,9.2618,77.47,88,100,5.39,overcast clouds,2021-01-28 20:14:54
420,Caraubas,BR,-5.7925,-37.5567,89.6,58,20,20.71,few clouds,2021-01-28 20:14:54
421,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,89.22,48,100,14.16,overcast clouds,2021-01-28 20:14:54
422,Luanda,AO,-8.8368,13.2343,80.6,83,40,5.75,scattered clouds,2021-01-28 20:11:51
423,Pijijiapan,MX,15.7011,-93.23,97.0,24,100,8.19,overcast clouds,2021-01-28 20:14:54
424,Qingdao,CN,36.0986,120.3719,26.01,67,0,2.24,clear sky,2021-01-28 20:14:55
425,Port Hueneme,US,34.1478,-119.1951,62.6,62,90,10.36,overcast clouds,2021-01-28 20:13:10
426,Lilongwe,MW,-13.9669,33.7873,71.53,74,100,3.4,light rain,2021-01-28 20:14:55
427,Bukachacha,RU,52.9833,116.9167,-21.87,84,100,1.74,overcast clouds,2021-01-28 20:14:55
428,Kasongo-Lunda,CD,-6.4667,16.8167,70.81,85,32,1.72,scattered clouds,2021-01-28 20:14:55
429,San Quintin,MX,30.4833,-115.95,62.2,50,100,5.39,overcast clouds,2021-01-28 20:13:07
430,High Level,CA,58.5169,-117.136,-9.4,77,20,5.75,few clouds,2021-01-28 20:14:55
431,Dongsheng,CN,39.8161,109.9776,18.18,78,0,15.86,clear sky,2021-01-28 20:14:55
432,Porto Walter,BR,-8.2686,-72.7439,86.65,72,1,3.91,clear sky,2021-01-28 20:14:56
433,Khani,GE,41.9563,42.9566,44.6,93,90,5.75,overcast clouds,2021-01-28 20:13:11
434,Salinopolis,BR,-0.6136,-47.3561,82.18,73,67,11.83,moderate rain,2021-01-28 20:12:17
435,Nome,US,64.5011,-165.4064,14.0,62,90,4.61,overcast clouds,2021-01-28 20:13:19
436,Iranshahr,IR,27.2025,60.6848,51.8,8,0,6.91,clear sky,2021-01-28 20:14:56
437,Ulladulla,AU,-35.35,150.4667,64.4,100,90,2.3,light rain,2021-01-28 20:13:08
438,Cermik,TR,38.1361,39.4493,39.2,93,75,5.75,broken clouds,2021-01-28 20:14:56
439,Churapcha,RU,62.0025,132.4325,-47.38,76,98,2.26,overcast clouds,2021-01-28 20:14:57
440,Husavik,IS,66.0449,-17.3389,-5.8,84,0,4.61,clear sky,2021-01-28 20:14:57
441,Nazca,PE,-14.8333,-74.95,89.58,30,1,11.3,clear sky,2021-01-28 20:14:57
442,Gushikawa,JP,26.3544,127.8686,55.4,58,75,18.41,broken clouds,2021-01-28 20:14:08
443,Krasnoarmeysk,RU,51.0239,45.6969,19.99,85,100,5.17,overcast clouds,2021-01-28 20:14:57
444,Holguin,CU,20.8872,-76.2631,87.8,35,40,9.22,scattered clouds,2021-01-28 20:10:24
445,Ketchikan,US,55.3422,-131.6461,28.4,74,1,2.98,clear sky,2021-01-28 20:14:57
446,Koshurnikovo,RU,54.1667,93.3,15.19,98,100,3.94,snow,2021-01-28 20:14:57
447,Hauterive,FR,46.0901,3.4459,57.2,67,75,10.36,broken clouds,2021-01-28 20:14:58
448,Sveio,NO,59.5419,5.3518,32.0,69,40,11.5,scattered clouds,2021-01-28 20:14:58
449,Gaoua,BF,10.2992,-3.2508,80.11,14,0,3.24,clear sky,2021-01-28 20:14:58
450,Inhambane,MZ,-23.865,35.3833,82.4,83,20,2.3,light rain,2021-01-28 20:14:58
451,Labuhan,ID,-6.8844,112.2051,77.34,87,100,15.82,overcast clouds,2021-01-28 20:14:58
452,Ponta Delgada,PT,37.7333,-25.6667,64.0,94,75,19.57,broken clouds,2021-01-28 20:14:58
453,Penco,CL,-36.7333,-72.9833,64.4,77,90,13.8,overcast clouds,2021-01-28 20:14:59
454,Dingzhou,CN,38.5131,114.9956,15.8,41,0,2.24,clear sky,2021-01-28 20:14:59
455,Honningsvag,NO,70.9821,25.9704,24.8,68,40,16.11,scattered clouds,2021-01-28 20:14:59
456,Oktyabrskoye,RU,43.0645,44.7417,41.0,81,100,6.71,overcast clouds,2021-01-28 20:14:59
457,Biak,ID,-0.9131,122.8766,77.09,76,92,6.2,overcast clouds,2021-01-28 20:14:59
458,Dreux,FR,48.6667,1.25,53.6,87,90,9.22,moderate rain,2021-01-28 20:14:59
459,Bastia,FR,42.6667,9.3333,61.0,87,0,3.44,clear sky,2021-01-28 20:15:00
460,Vostok,RU,46.4856,135.8833,-6.11,92,100,4.29,light snow,2021-01-28 20:13:11
461,Flinders,AU,-34.5833,150.8552,66.99,92,100,1.01,light rain,2021-01-28 20:12:21
462,Yerbogachen,RU,61.2767,108.0108,-42.65,80,25,5.57,scattered clouds,2021-01-28 20:12:09
463,Kudahuvadhoo,MV,2.6708,72.8944,80.71,78,33,13.24,scattered clouds,2021-01-28 20:15:00
464,Trincomalee,LK,8.5711,81.2335,78.62,81,89,13.13,light rain,2021-01-28 20:15:00
465,Belaya Gora,RU,68.5333,146.4167,-21.5,87,100,3.51,overcast clouds,2021-01-28 20:12:11
466,Patos,BR,-7.0244,-37.28,85.26,49,100,9.15,overcast clouds,2021-01-28 20:15:00
467,Djambala,CG,-2.5447,14.7533,69.69,82,40,2.39,scattered clouds,2021-01-28 20:15:01
468,Nemuro,JP,43.3236,145.575,27.77,93,100,21.47,overcast clouds,2021-01-28 20:15:01
469,Itarema,BR,-2.9248,-39.9167,83.3,68,100,17.18,overcast clouds,2021-01-28 20:15:01
470,Luau,AO,-10.7073,22.2247,64.9,97,96,1.72,moderate rain,2021-01-28 20:15:01
471,Ust-Maya,RU,60.4167,134.5333,-43.4,78,100,1.97,overcast clouds,2021-01-28 20:15:02
472,Jalu,LY,29.0331,21.5482,55.71,51,4,12.46,clear sky,2021-01-28 20:13:04
473,Bermejo,AR,-32.8833,-68.8,84.2,21,0,6.91,clear sky,2021-01-28 20:15:03
474,Novogagatli,RU,43.4568,46.4818,44.6,81,75,8.95,broken clouds,2021-01-28 20:15:03
475,Guiren,CN,33.6697,118.1889,31.62,82,0,6.53,clear sky,2021-01-28 20:15:03
476,Huckeswagen,DE,51.15,7.35,43.0,95,99,1.66,overcast clouds,2021-01-28 20:15:03
477,Chardara,KZ,41.2547,67.9692,37.51,74,0,4.07,clear sky,2021-01-28 20:15:03
478,Abnub,EG,27.2696,31.1511,50.0,66,0,6.91,clear sky,2021-01-28 20:15:04
479,Lenger,KZ,42.183,69.8839,28.4,86,0,6.71,mist,2021-01-28 20:15:04
480,Christchurch,NZ,-43.5333,172.6333,54.0,62,2,10.36,clear sky,2021-01-28 20:12:11
481,Jagtial,IN,18.8,78.9333,69.26,61,1,8.46,clear sky,2021-01-28 20:15:04
482,Tete,MZ,-16.1564,33.5867,80.22,73,100,3.24,overcast clouds,2021-01-28 20:15:04
483,Muncar,ID,-8.4333,114.3333,75.47,87,100,3.38,overcast clouds,2021-01-28 20:15:05
484,La Primavera,CO,5.4906,-70.4092,93.78,34,65,13.13,broken clouds,2021-01-28 20:15:05
485,Pahrump,US,36.2083,-115.9839,59.0,31,99,11.99,overcast clouds,2021-01-28 20:13:03
486,Dzaoudzi,YT,-12.7887,45.2699,80.6,83,0,2.3,clear sky,2021-01-28 20:13:13
487,Sulangan,PH,11.1373,123.7228,79.66,73,97,22.1,overcast clouds,2021-01-28 20:15:05
488,Fort Nelson,CA,58.8053,-122.7002,-13.0,77,20,2.3,few clouds,2021-01-28 20:13:11
489,Banda Aceh,ID,5.5577,95.3222,78.08,79,100,8.23,overcast clouds,2021-01-28 20:15:05
490,Anuradhapura,LK,8.3565,80.4173,70.07,94,56,4.0,broken clouds,2021-01-28 20:13:13
491,Horta,PT,38.5333,-28.6333,64.4,88,75,28.77,broken clouds,2021-01-28 20:15:06
492,Port Lincoln,AU,-34.7333,135.8667,61.2,91,14,4.97,few clouds,2021-01-28 20:12:56
493,Aswan,EG,24.0934,32.907,58.08,39,7,8.61,clear sky,2021-01-28 20:15:06
494,Kintampo,GH,8.0563,-1.7306,82.67,17,2,2.62,clear sky,2021-01-28 20:15:06
495,Savinka,RU,50.0785,47.0994,27.25,96,100,8.32,overcast clouds,2021-01-28 20:15:07
496,Vestmannaeyjar,IS,63.4427,-20.2734,32.18,88,0,11.25,clear sky,2021-01-28 20:15:07
497,Port Maria,JM,18.3685,-76.8895,84.99,78,4,4.0,clear sky,2021-01-28 20:15:07
498,Padang,ID,-0.9492,100.3543,75.2,94,75,2.3,broken clouds,2021-01-28 20:15:07
499,Sobolevo,RU,54.4299,31.8996,24.22,98,87,4.34,light snow,2021-01-28 20:15:07
500,Lasa,IT,46.6166,10.7002,32.0,55,90,4.61,light rain,2021-01-28 20:15:08
501,Roald,NO,62.5833,6.1333,33.8,64,75,20.71,broken clouds,2021-01-28 20:15:08
502,Chicama,PE,-7.8447,-79.1469,73.4,73,0,8.05,clear sky,2021-01-28 20:13:20
503,Villa Del Rosario,CO,7.8339,-72.4742,86.0,54,20,11.5,few clouds,2021-01-28 20:15:08
504,Charters Towers,AU,-20.1,146.2667,70.21,90,98,7.02,overcast clouds,2021-01-28 20:15:09
505,Letlhakane,BW,-21.4167,25.5833,77.29,66,84,6.49,moderate rain,2021-01-28 20:15:09
506,Katsuura,JP,35.1333,140.3,50.0,62,20,17.27,few clouds,2021-01-28 20:13:04
507,Vutcani,RO,46.4667,27.9667,28.85,91,98,5.86,overcast clouds,2021-01-28 20:15:09
508,Quang Ngai,VN,15.1167,108.8,65.43,87,92,4.97,overcast clouds,2021-01-28 20:12:41
509,Prince Rupert,CA,54.3161,-130.3201,33.8,55,1,3.44,clear sky,2021-01-28 20:15:09
510,Mitsamiouli,KM,-11.3847,43.2844,82.58,68,8,6.13,clear sky,2021-01-28 20:15:10
511,Kaitangata,NZ,-46.2817,169.8464,48.99,84,94,8.01,overcast clouds,2021-01-28 20:15:10
512,La Ronge,CA,55.1001,-105.2842,3.2,85,100,6.91,overcast clouds,2021-01-28 20:15:10
513,Yar-Sale,RU,66.8333,70.8333,-27.65,85,100,9.4,overcast clouds,2021-01-28 20:12:37
514,Hun,LY,29.1268,15.9477,56.82,46,0,9.57,clear sky,2021-01-28 20:15:10
515,Sovetskiy,RU,61.3614,63.5842,4.51,95,42,3.98,scattered clouds,2021-01-28 20:15:10
516,Pangody,RU,65.85,74.4859,-29.65,83,100,11.59,overcast clouds,2021-01-28 20:15:11
517,Nabire,ID,-3.3667,135.4833,74.71,92,100,2.01,light rain,2021-01-28 20:15:11
518,Namibe,AO,-15.1961,12.1522,74.59,75,99,10.67,overcast clouds,2021-01-28 20:15:11
519,Lagoa,PT,39.05,-27.9833,62.96,85,100,36.64,overcast clouds,2021-01-28 20:15:11
520,Bagdarin,RU,54.4333,113.6,-24.63,80,100,2.55,overcast clouds,2021-01-28 20:15:11
521,Mount Gambier,AU,-37.8333,140.7667,64.4,100,90,1.14,light rain,2021-01-28 20:12:51
522,Goderich,CA,43.7501,-81.7165,21.2,68,100,20.71,light snow,2021-01-28 20:15:12
523,Jian,CN,27.1172,114.9793,43.74,83,0,3.29,clear sky,2021-01-28 20:15:12
524,Sassandra,CI,4.95,-6.0833,78.31,86,0,6.2,clear sky,2021-01-28 20:15:12
525,Hambantota,LK,6.1241,81.1185,76.12,84,90,3.2,overcast clouds,2021-01-28 20:15:12
526,Quelimane,MZ,-17.8786,36.8883,84.2,84,20,8.05,few clouds,2021-01-28 20:15:12
527,Rustenburg,ZA,-25.6676,27.2421,69.12,84,99,10.92,light rain,2021-01-28 20:15:12
528,Nata,PA,8.3333,-80.5167,89.6,45,40,16.11,scattered clouds,2021-01-28 20:15:13
529,Marsh Harbour,BS,26.5412,-77.0636,67.55,65,49,31.74,scattered clouds,2021-01-28 20:13:17
530,Ucluelet,CA,48.9329,-125.5528,46.0,76,40,3.44,scattered clouds,2021-01-28 20:12:54
531,Quebo,GW,11.3333,-14.9333,73.78,72,41,6.06,scattered clouds,2021-01-28 20:15:13
532,Ca Mau,VN,9.1769,105.15,75.79,72,78,8.48,broken clouds,2021-01-28 20:15:13
533,Novaya Lyada,RU,52.7131,41.6387,27.5,98,100,9.62,light snow,2021-01-28 20:15:13
534,Bubaque,GW,11.2833,-15.8333,79.07,69,71,16.51,broken clouds,2021-01-28 20:15:13
535,Shirone,JP,37.7667,139.0167,33.01,91,100,1.01,light snow,2021-01-28 20:15:14
536,Phalaborwa,ZA,-23.943,31.1411,71.6,88,97,11.5,overcast clouds,2021-01-28 20:15:14
537,Muswellbrook,AU,-32.2667,150.9,68.0,86,100,5.99,overcast clouds,2021-01-28 20:12:28
538,Whyalla,AU,-33.0333,137.5833,68.0,83,90,8.05,overcast clouds,2021-01-28 20:15:14
539,Masterton,NZ,-40.9597,175.6575,57.99,67,98,7.0,overcast clouds,2021-01-28 20:15:14
540,Aguimes,ES,27.9054,-15.4461,68.0,88,0,3.44,clear sky,2021-01-28 20:15:14
541,Sokoni,TZ,-6.4333,39.55,82.4,78,40,11.5,scattered clouds,2021-01-28 20:15:14
542,Saint-Pierre,RE,-21.3393,55.4781,78.8,69,0,6.91,light rain,2021-01-28 20:15:15
543,Sayyan,YE,15.1718,44.3244,47.21,44,0,3.56,clear sky,2021-01-28 20:15:15
544,Mokhsogollokh,RU,61.4681,128.9203,-40.85,80,100,0.92,overcast clouds,2021-01-28 20:15:15
545,Djenne,ML,13.9061,-4.5533,76.42,14,0,6.55,clear sky,2021-01-28 20:15:15
546,Ukiah,US,39.1502,-123.2078,50.0,81,75,6.67,broken clouds,2021-01-28 20:15:15
547,Ust-Omchug,RU,61.15,149.6333,-23.71,81,100,6.42,overcast clouds,2021-01-28 20:15:15
548,Ola,RU,59.5833,151.2833,-17.09,81,19,10.22,few clouds,2021-01-28 20:15:16
549,Campbellton,CA,48.0075,-66.6727,26.6,63,100,10.36,overcast clouds,2021-01-28 20:15:16
550,Wolnzach,DE,48.6038,11.6257,46.4,87,100,21.85,overcast clouds,2021-01-28 20:15:16
551,Pasinler,TR,39.9803,41.6764,33.8,64,75,10.36,snow,2021-01-28 20:15:16
552,Buriti Bravo,BR,-5.8372,-43.8336,78.48,92,100,2.64,moderate rain,2021-01-28 20:12:40
553,Dezhou,CN,37.4486,116.2925,25.47,66,0,9.75,clear sky,2021-01-28 20:12:36
554,Srednekolymsk,RU,67.45,153.6833,-17.32,88,100,7.25,overcast clouds,2021-01-28 20:12:11
555,Dawan,CN,24.34,112.948,48.34,67,0,3.96,clear sky,2021-01-28 20:15:17
556,Tari,NG,12.4086,4.4914,79.02,16,0,11.52,clear sky,2021-01-28 20:15:17
557,Santa Fe Do Sul,BR,-20.2111,-50.9258,86.9,55,97,4.56,overcast clouds,2021-01-28 20:15:17
558,Bandar-E Lengeh,IR,26.5579,54.8807,64.51,43,0,2.82,clear sky,2021-01-28 20:15:17
559,Liuhe,CN,42.2401,125.7172,-10.44,88,0,5.57,clear sky,2021-01-28 20:15:17
560,Avera,US,33.194,-82.5271,53.6,37,1,10.36,clear sky,2021-01-28 20:15:18
561,Gigmoto,PH,13.7796,124.39,75.2,84,100,16.15,overcast clouds,2021-01-28 20:15:18
562,Tessalit,ML,20.1986,1.0114,71.26,20,0,11.56,clear sky,2021-01-28 20:15:18
563,Biloela,AU,-24.4167,150.5,68.56,84,0,10.07,clear sky,2021-01-28 20:15:18
564,Poum,NC,-20.2333,164.0167,79.95,79,30,8.75,scattered clouds,2021-01-28 20:15:18
565,Waddan,LY,29.1614,16.139,56.57,47,0,9.55,clear sky,2021-01-28 20:15:18
566,Kerman,IR,30.2832,57.0788,37.4,18,0,6.91,clear sky,2021-01-28 20:15:19
567,Palembang,ID,-2.9167,104.7458,73.89,96,100,3.2,overcast clouds,2021-01-28 20:15:19
568,Turbat,PK,26.0023,63.044,59.2,23,0,7.65,clear sky,2021-01-28 20:15:19
569,Almaznyy,RU,48.0448,40.045,39.2,81,0,13.42,light rain,2021-01-28 20:15:19
570,Naron,ES,43.5167,-8.1528,61.0,82,75,9.22,broken clouds,2021-01-28 20:15:19
571,Ranong,TH,9.9658,98.6348,75.13,88,63,3.91,broken clouds,2021-01-28 20:15:19
572,Mangai,CD,-4.05,19.5333,73.33,83,28,0.58,scattered clouds,2021-01-28 20:15:20
573,Manzhouli,CN,49.6,117.4333,-19.32,83,78,2.89,broken clouds,2021-01-28 20:15:20
574,Pascagoula,US,30.3658,-88.5561,55.99,44,1,9.82,clear sky,2021-01-28 20:15:20
575,Haapiti,PF,-17.5667,-149.8667,86.0,58,75,5.75,broken clouds,2021-01-28 20:15:20
576,Bowen,AU,-20.0167,148.2333,73.4,94,40,6.91,scattered clouds,2021-01-28 20:15:20
577,Embu,BR,-23.6489,-46.8522,87.01,39,40,12.66,scattered clouds,2021-01-28 20:15:20
578,Mandalgovi,MN,45.7625,106.2708,11.91,86,18,17.63,few clouds,2021-01-28 20:15:21
579,Harper,LR,4.375,-7.7169,78.66,84,9,5.48,clear sky,2021-01-28 20:09:11
580,Bonthe,SL,7.5264,-12.505,79.45,76,0,8.7,clear sky,2021-01-28 20:15:21
581,Venice,US,27.0998,-82.4543,69.8,26,1,11.5,clear sky,2021-01-28 20:15:21
582,Jurbarkas,LT,55.0778,22.7664,28.15,98,100,9.4,light snow,2021-01-28 20:15:21
583,Yicheng,CN,31.3705,119.8703,27.0,91,0,7.0,clear sky,2021-01-28 20:15:22
584,Shu,KZ,43.5983,73.7614,21.99,59,0,5.99,clear sky,2021-01-28 20:15:22
585,Igrim,RU,63.1906,64.4162,-13.86,89,100,3.76,overcast clouds,2021-01-28 20:15:22
586,Kamenka,RU,51.3223,42.7678,26.92,98,100,8.75,overcast clouds,2021-01-28 20:15:22
587,Anderson,US,34.5334,-82.6499,53.01,32,1,9.22,clear sky,2021-01-28 20:15:22
588,Borisoglebskiy,RU,57.2586,39.1508,33.8,86,90,8.95,snow,2021-01-28 20:15:22
589,Malanje,AO,-9.5402,16.341,65.39,96,100,6.04,light rain,2021-01-28 20:15:23
590,Quanzhou,CN,24.9139,118.5858,55.4,67,0,8.95,clear sky,2021-01-28 20:15:23
591,Belmonte,BR,-15.8631,-38.8828,84.2,74,20,3.44,few clouds,2021-01-28 20:15:23
592,Tilichiki,RU,60.4667,166.1,-2.63,93,100,9.13,overcast clouds,2021-01-28 20:15:23
593,Boyolangu,ID,-8.1181,111.8935,74.82,89,100,8.48,heavy intensity rain,2021-01-28 20:12:00
594,Kahului,US,20.8947,-156.47,78.8,57,20,18.41,few clouds,2021-01-28 20:14:06
595,Saint-Augustin,CA,51.226,-58.6502,21.24,93,95,7.81,overcast clouds,2021-01-28 20:15:23
596,Bilma,NE,18.6853,12.9164,66.4,23,0,10.29,clear sky,2021-01-28 20:13:11
597,Rumonge,BI,-3.9736,29.4386,72.23,73,43,3.51,scattered clouds,2021-01-28 20:15:24
598,Mozhga,RU,56.4447,52.2276,17.47,96,100,8.34,light snow,2021-01-28 20:15:24
599,Lozovik,RS,44.4677,21.1007,37.99,69,82,3.0,broken clouds,2021-01-28 20:15:24
600,Eyl,SO,7.9803,49.8164,72.36,79,1,15.93,clear sky,2021-01-28 20:15:24
601,Hohhot,CN,40.8106,111.6522,1.4,60,0,6.71,clear sky,2021-01-28 20:15:24
602,Labis,MY,2.385,103.021,71.38,92,99,4.41,overcast clouds,2021-01-28 20:15:25
603,Cockburn Town,TC,21.4612,-71.1419,80.6,61,40,9.22,scattered clouds,2021-01-28 20:15:25
604,Smolenka,RU,52.1352,113.4974,-32.8,68,40,1.66,mist,2021-01-28 20:12:23
605,Valparaiso,CL,-33.0393,-71.6273,84.2,41,0,20.71,clear sky,2021-01-28 20:15:25
606,Ostersund,SE,63.1792,14.6357,5.0,85,90,2.13,light snow,2021-01-28 20:15:25
607,Great Yarmouth,GB,52.6083,1.7305,46.4,100,100,5.75,overcast clouds,2021-01-28 20:15:25
608,Nevel,RU,56.0209,29.9284,28.35,99,98,2.73,snow,2021-01-28 20:15:26
609,Shawnee,US,39.05,-95.7669,30.99,69,90,13.8,overcast clouds,2021-01-28 20:15:26
610,Burnie,AU,-41.0667,145.9167,57.0,64,100,17.0,light rain,2021-01-28 20:15:26
611,Zemio,CF,5.0314,25.1361,82.06,36,100,2.84,overcast clouds,2021-01-28 20:12:47
612,Kyabram,AU,-36.3167,145.05,66.0,83,100,1.01,overcast clouds,2021-01-28 20:15:26
613,Litovko,RU,49.2361,135.1742,-12.17,89,100,2.1,overcast clouds,2021-01-28 20:12:10
614,Pokaran,IN,26.9167,71.9167,54.93,32,0,7.23,clear sky,2021-01-28 20:15:26
615,Ayagoz,KZ,47.9714,80.4392,10.38,93,0,2.71,clear sky,2021-01-28 20:15:27
616,Koronowo,PL,53.3137,17.937,30.0,80,40,11.5,scattered clouds,2021-01-28 20:15:27
617,Trebukhiv,UA,50.4843,30.903,30.99,93,75,8.95,light snow,2021-01-28 20:15:27
